title,count,organisations
Repair and Overhauling Service- diesel generators- DG Sets; TMTL; Yes; Buyer Premises,7,['indo tibetan border police']
Repair and Overhauling Service- diesel generators- DG Sets; all brands; Yes; Buyer Premises,4,['indo tibetan border police']
Repair and Overhauling Service- diesel generators- DG Sets; cumin and kirloskar; Yes; Buyer Premis,7,['indo tibetan border police']
"Repair and service of Lawn Mover Electric Grass Cutter Machine, Repair and service of Gas Chapati Bh",4,['indo tibetan border police']
Repair of STP Pipe fitting and Cleaning of Sewer Line,7,['indo tibetan border police']
"Repair of mixer grinder 02 nos Replace of motor rewinding 1. 5- 2 HP, MCB 15A, 3 Pin Top 16A, Capacitor",4,['indo tibetan border police']
"Repair, Maintenance and Installation of Plant/ Systems/ Equipments- 48 BN ITBP CAMPUS; 48 Bn ITBP m",7,['indo tibetan border police']
"Repair, Maintenance and Installation of Plant/ Systems/ Equipments- Office Space; Power Generators;",4,['indo tibetan border police']
"Repair, Maintenance and Installation of Plant/ Systems/ Equipments- Residential; Electrical System",4,['indo tibetan border police']
"Repair, Maintenance, and Installation of Plant/ Systems/ Equipments ( Version 2 )- Office Space; Elec",10,['indo tibetan border police']
"Repair, Maintenance, and Installation of Plant/ Systems/ Equipments ( Version 2 )- Office Space; Powe",7,['indo tibetan border police']
"Repair, Maintenance, and Installation of Plant/ Systems/ Equipments ( Version 2 )- Office Space; Sewa",16,['indo tibetan border police']
"Repair, Maintenance, and Installation of Plant/ Systems/ Equipments ( Version 2 )- Office Space; Subs",7,['indo tibetan border police']
"Repair, Maintenance, and Installation of Plant/ Systems/ Equipments ( Version 2 )- REPAIR AND OVERHAU",7,['indo tibetan border police']
"Repair, Maintenance, and Installation of Plant/ Systems/ Equipments ( Version 2 )- REPAIR OF REFRIGER",4,['indo tibetan border police']
"Repair, Maintenance, and Installation of Plant/ Systems/ Equipments ( Version 2 )- REPAIR OF SOFA SET",4,['indo tibetan border police']
"Repair, Maintenance, and Installation of Plant/ Systems/ Equipments ( Version 2 )- Repair and mainte",4,['indo tibetan border police']
"Repair, Maintenance, and Installation of Plant/ Systems/ Equipments ( Version 2 )- Repair of grass cu",4,['indo tibetan border police']
"Repair, Maintenance, and Installation of Plant/ Systems/ Equipments ( Version 2 )- Repairing of hospi",4,['indo tibetan border police']
"Repair, Maintenance, and Installation of Plant/ Systems/ Equipments- REPAIR OF IT EQUIPEMENTS; REPA",4,['indo tibetan border police']
"Repairing of Router and Replacement of field Assembly, Switch, Groove ball bearing and Exension, Rep",4,['indo tibetan border police']
"Repairing33kv potential transformer, PF Battery and charger 90ah, repairing of earthing system, Comple",4,['indo tibetan border police']
"Replacement of Dissipation Array System, Replacement of Up conductor 70 sqmm copper cable for DAS, Ma",10,['central armed police forces']
"Replacement of Maintenance Box, Service Charge of Epson L6190, Drum Unit, Roller A00J563600, Roller A5C",19,['indo tibetan border police']
Resin,7,['border security force']
"Resin ISO, Self Screw 1 INCH, Self Screw 1 BY HALF INCH, French Chalk power, Silicone Sealant 200GM, Cat",13,['border security force']
"Resistance 100 ohm Kriloskar 4 KVA, Fuel pipe- Knod to Banjo 19 No, Fuel pipe- Banjo to Banjo 19 No",4,['central armed police forces']
Respiratory Filter- Full Face Masks,10,['central reserve police force']
"Result For 10 METERS EST SYSTEM, 25 METERS EST SYSTEM, 50 METERS EST SYSTEM, CAMC 1st year, CAMC 2nd year, CAMC 3rd year",4,['border security force']
"Result For 100 Mbps or Higher Duplex Radio, IDU Indoor Unit, Antenna Dual Polarized 2X2 MIMO Dish Antenna with suitable mounting brackets along with essential assys, Ethernet Switch 8 port, FXO and FXS Gateway, STP LAN Cable CAT 6 or better of required length, Surge Suppressor or Lighting Protection unit LPU of Microwave Eqpt, Separate Chemical Earthing for Microwave Radio Link, Self Supporting Towers as per MHA approved QRs Specifications, Installation and commissioning of Microwave Radio Link Eqpt along with Self Supporting Towers under consignee locations, CAMC 1st year, CAMC 2nd year, CAMC 3rd year, CAMC 4th year, CAMC 5th year",16,['border security force']
"Result For 1408 CR 03 HRC OB, BS 970 EN 03 HRC OB, BS 970 EN, 003 HRC OB, BS 970 EN 5 HRC OB, BS 970 EN 08 HRC OB, BS 970 EN 24 HRC OB, BS 970 EN 08 HRC 30 to35, BS, 1408 CR 03 HRC ST, BS 970 EN 05 HRC OB, BS 970 EN 33, by 36 HRC CH, BS 970 EN 09 HRC 25 to 30, BS 970 EN 36, HRC ST, BS 970 EN 38 HRC OB, HT FINISH HRC HTF, 970 EN 09 HRC OB, BS 970 EN 32 A HRC OB, HRC OB, BS 970 EN 09 HRC 40 to 45, BS 970 EN 19 A HRC, 40 to 45, BS 970 EN 42 HRC 45 to 50, STEEL 165 IST HRC, OB, BS 970 PT1 HRC ST, BS 970 EN 42 HRC OB, BS 970, EN 02 HRC OB, BS 970 EN 08 HRC ST, BS 970 EN 08 HRC, 30 to 35, BS 970 EN 42 HRC 25 to 30, BS 970 EN 36 HRC, 30 to 36, BS 970 EN 08 K HRC OB, BS 970 EN 36 HRC 50, to 55, BS 970 EN 42 HRC HT, BS 970 EN 03 A HRC OB, 970 EN 36 HRC 30 to 35, BS 970 EN 42 HRC ST, 39 B HRC 40 to 45, BS 970 EN 08 HRC 45 to 50, 56 HRC OB, BS 970 EN 36 A HRC ST, BS 970 EN 05 HRC 37, to 43, BS 970 EN 05 HRC 20 to 25, BS 970 EN 09 HRC CH, BS 970 EN 19 by 23 HRC OB, BS 970 EN 3A OR 3C HRC OB, BS 970 EN- 08 HRC 25 to 30, BS 970 EN 56 C HRC OB, 970 EN 36 A HRC, BS 970 EN 08 HRC 20 to 25, 42 HRC 35 to 40, BS 970 EN 08 HRC 35 to 40, 42 HRC 50 to 55, BS 970 EN 08 HRC 40 to 45, BRASS HRC, BS 970 EN 09 K HRC OB, BS 970 EN 19 A HRC 30 to 35, BS 970 EN 42 G HRC OB, BS 1449 EN 42G HRC ST, STEEL",10,['border security force']
"Result For 24 Port Switching Unit with L3 Capability 1 plus 1, 24 Port Switching Unit with L3 Capability, Switching Unit for End User Connectivity, SFP plus Transceivers, Bandwidth Manager, Network Time Server, Light Interfacing Unit, 24 U Rack, 9 U Rack, Fiber Optic Outdoor, Fiber Optic Flexible Indoor, LAN Cable CAT 6 length 305Mtr, Phase Plate Single, Phase Plate Dual, Surface Mount Box, Patch Cord CAT 6 length 1 Mtr, Patch Cord CAT 6 length 2 Mtr, Installation",7,['central armed police forces']
"Result For 253403990235 PISTON WITH PIN AND LOCK SET STD TURBO, EXCERT TELCO, 885403602527 PISTON RING STD, 25250",4,['indo tibetan border police']
Result For 2D ECHOCARDIOGRAPHY,7,['central reserve police force']
"Result For 4K Digital Camera, High Resolution monitors, LED LIGHT SOURCE, FIBRE OPTIC LIGHT CABLE, INSUFFLATOR, LAPAROSCOPE, HIGH DEFINITION DIGITAL DOCUMENTATION SYSTEM RECORDER SYSTEM, Trocar and Cannula 11 mm, Trocar and Cannula 5 mm, Veress needle, Reducer 11 by 5 mm, Grasping forcep fenestrated, Grasping forcep fenestrated curved fundus grasper, Bowel grasping forcep, Unipolar curved Maryland dissecting and grasping forceps, Unipolar curved right angle dissecting and grasping forceps, Tooth grasping forcep, Grasping forceps Allis, Scissor curved unipolar, Hook scissor, J shape Hook, Debakay Forceps 5mm 33 cm, Alligator jaw forcep 33 cm, Spatula Blunt HF dissector, Heavy duty robust bipolar forcep, Bipolar HF connecting cable, Clip applicator, Haemolock clip applicator 10 mm size, Haemolock clip applicator 05 mm, Washers, Two way suction irrigation cannula, Puncture needle, Needle holder, Fan retractor, Unipolar HF Cable, Myoma holding screw, Colpotomiser, Knot pusher and Knot tier, Suction and irrigation device for laparoscope set, CO2 Cylinder, Suitable Autoclavable plastic tray double tray for sterilization, Sterilization OR Disinfection Tray, FORMALINE CHAMBER, UPS 2 KVA, Video Trolley",7,['central reserve police force']
"Result For 6 AMP SWITCH, 3 PIN 6 AMP SOCKET OUTLET, 16 AMP ONE, WAY SWITCH, 5 PIN 16 20 AMP SOCKET OUTLET, 3 PIN 16, AMP TOP PLUG, CALL BELL DING DONG, 6 AMP CALL BELL, SWITCH, 3 PIN 6 AMP SUPER TOP PLUG, 6 AMP BED, SWITCH MAKE, FAN REGULATOR STEP TYPE ROTARY STEP, TYPE, FAN REGULATOR STEP TYPE MINI ROTARY TYPE, 5, STEP FAN REGULATOR MODULAR TYPE 2 MODULE, 6 AMP, ONE WAY MODULAR SWITCH, 16 AMP ONE WAY MODULAR, 6 AMP 3 PIN MODULAR SOCKET SHUTTERED TYPE, 16 AMP TWIN 3 PIN MODULAR POWER SOCKET, PVC LAMP, HOLDER BATTEN WITH METAL RING, PVC TAPE ROLL, 36, WATT PL LAMP, 1x 36 40 WATT ELECTRONIC BALLAST, 2. 5, MFD OIL BASED CONDENSOR, 3. 15 MFD OIL BASED, CONDENSOR FOR EXHAUST FANS OF MAKE TIPCON, FR, FLEXIBLE COPPER WIRE TWIN TWISTED 23 76 90 MTR COIL, 1. 5 SQ MM SINGLE CORE COPPER CONDUCTOR FRLS, HAVELLS FINOLEX 90 Mtr Coil, 2. 5 SQ MM SINGLE CORE, COPPER CONDUCTOR FRLS HAVELLS FINOLEX 90 Mtr COIL, 4 SQ MM SINGLE CORE COPPER CONDUCTOR FRLS HAVELLS, FINOLEX 90 Mtr COIL, 10 SQ MM X 2 CORE ALUMINIUM, WEATHER PROOF CABLE 100 MTR COIL FINECAB OR ISI, MARKED, 4X16 SQMM ARMOURED ALLUMINIUM UG CABLE, MCB SP C SERIES 6 TO 32 AMP, ISOLATOR DP 40 AMP, ISOLATOR DP 63 AMP, ISOLATOR 4 POLE 63 AMP, RAWL, PLUG PVC OF SIZE 25 MM, STEEL SCREWS ASSORTED, 25, WATT LED DRIVER, LED 1 FEET BATTEN MIRROR LIGHT OF, 10 WATT, PLASTIC BOARD PVC SURFACE BOX, FAN, BEARING, PVC CASING CAPING 20 MM, PVC CASING, CAPING 25 MM, SINGLE PHASE 5 20 AMP 230 V 50 HZ AC, DIGITAL ENERGY METER, 15 WATT 6000 K LED CEILING, LIGHT, 10 WATT 6000 K LED CEILING LIGHT, 4 FEET 20, WATT TRIM LINEA NEU LED FIXTURE, LED LAMP RETROFIT 9, WATT 6000 K, LED LAMP RETROFIT 15 WATT 6000 K, LED, FLOOD LIGHT 50 WATT, PVC WIRE CLIP WHITE, 25 AMP, MOTOR STARTER SWITCH, 3 MODULEMODULAR COVER, PLATES WITH SHEETS, 4 MODULE MODULAR COVER, 6 MODULE MODULAR COVER, 12 MODULE MODULAR COVER, 16 MODULE MODULAR COVER, 250 MM SWEEP PVC TYPE EXHAUST, LED SQUARE LIGHT RECESS TYPE 25 WATT, SQUARE LIGHT RECESS TYPE 28 WATT, 6 WATT 6000 K LED, RECESS CEILING LIGHT, 12 WATT RECESS 6000K LED, OCCUSWITCH MOVEMENT, DETECTOR, 1. 5 VOLT TOSHIBA HIGH POWER SUPPER, ALKALINE BATTERY, HDPE PVC DRUM 200 Ltr, NATURAL, LATEX SEAMLESS ELECTRICIAN INSULATING GLOVES",4,['border security force']
Result For 75th Anniversary of Independence Medal,22,['border security force']
"Result For A ONECHECK GLYCOHEMOGLOBIN TEST KIT BIOSENSE, TROP T CARD, MALARIA TEST CARD, BLOOD GROUP, REAGENT ABO, WIDAL TEST KIT, URINE TEST STRIP TWO, PARA, ERBA TRIGLYCERIDE FIVE X TWENTY ML, DISPOVAN, SYRINGE THREE ML, RED TOP VACCUME TUBE, ERBA UREA, TEST KIT FIVE X TWENTY ML, OINT VOLICAD GEL, INJ LASIX, FOUR ML, TAB ALLEGRA ONE TWENTY MG, SYP ALLEGRA, SYP ASCORIL LS JUNIOR, SYP ZEROTUSS, TAB ZINCOVIT, TAB THYRONORM FIFTY MCG, CAP DEROLAC, TAB, MOXCLAV THREE SEVENTY FIVE MCG, TAB CHYMORAL, FORTE, EAR DROP CLEARWAX, DROP ASCORIL LS, MAXNURON LC, TAB MEGANEURON OD PLUS, CREAM, MEDERMA ADVANCE PLUS, SACHET CIPCAL SIXTY K, EBAST TWENTY MG, TAB AMLOPRESS TWO POINT FIVE MG",10,['border security force']
"Result For ADAPALENE 0 POINT 1 PERCENT W BY W CREAM 15 GM, CLINDAMYCIN 1 PERCENT W BY W NICOTINAMIDE 4, PERCENT W BY W 20 GM CREAM, BENZOYL PEROXIDE, CREAM 20 GM, UREA 10 PERCENT CREAM 20 GM, UREA 10, PERCENT W BY W LACTIC ACID 10 PERCENT W BY W, PROPYLENE GLYCOL 10 PERCENT W BY W LIQUID PARAFFIN, 10 PERCENT W BY W 100 GM CREAM, LACTIC ACID 12, PERCENT CREAM 50 GM, IMIQUIMOD 12 POINT 5MG 5, PERCENT W BY W 3 GM CREAM, FLUOROURACIL 5 PERCENT, W BY W 10 GM CREAM, TRANEXAMIC ACID 5 PERCENT W BY, W 30 GM CREAM, GLYCOLIC ACID 6 PERCENT W BY W 30, GM CREAM, CLIMBAZOLE 0 POINT 5 PERCENT W BY V, PIROCTONE OLAMINE 0 POINT 5 PERCENT W BY V 100 ML, BOTTLE, IVERMECTIN 1 PERCENT W BY V 30 ML LOTION, CICLOPIROX 8 PERCENT W BY V 5 ML LACQUER, METRONIDAZOLE 1 PERCENT GEL 55 GM, ZINC OXIDE 1, PERCENT W BY W 30 GM CREAM, AQUA LIGHT KAOLIN, SORBITOL SOLUTION 70 PERCENT PROPYLENE GLYCOL, GLYCERIN ALOE VERA GEL CASTOR OIL ZINC OXIDE, LACTOCALAMINE LOTION 60 ML, KETOCONAZOLE 2, AZELAIC ACID 20, PERCENT W BY W 15 GM CREAM, GLYCERINE 15 PERCENT, CREAM 50 GM, CAPSAICIN 0 POINT 075 PERCENT CREAM 20, GM, CALCITRIOL 3MCG 20 GM CREAM, MINOXIDIL 5, PERCENT W BY V 60ML LOTION, MINOXIDIL 20MG 120 ML, LOTION, MINOXIDIL 5 PERCENT W BY V FINASTERIDE 0, POINT 1 PERCENT W BY V 60ML LOTION, HALOBETASOL 0, POINT 05 PERCENT W BY V 30 ML LOTION, DESONIDE 0, POINT 05 PERCENT W BY W 30 ML LOTION, GLYCERINE 500, ML, LIQUID PARAFFIN 500 ML, TRETINOIN 0 POINT 025, PERCENT W BY W CREAM 30G, TRETINOIN 0 POINT 05, CLOTRIMAZOLE 1 PERCENT, DUSTING POWDER 60G, CLOTRIMAZOLE 1 PERCENT W BY V, MOUTH PAINT 25 ML, CAP ISOTRETINOIN 10 MG, TAB, ACITRETIN 10 MG, TAB ACITRETIN 25 MG, FINASTERIDE 1 MG, TAB CICLOSPORIN 50 MG, CAP, CICLOSPORIN 25 MG, TAB APREMILAST 10MG, MYCOPHENOLATE MOFITIL 500 MG, TAB METHOTREXATE 5, MG, TAB METHOTREXATE 7 POINT 5 MG, METHOTREXATE 10 MG, TAB METHOTREXATE 15 MG, DOXEPIN 10 MG, TRICHLOROACETIC ACID 100 PERCENT, PEEL 15ML, RETINOL 20 PERCENT GLYCOLIC ACID 30, PERCENT LACTIC ACID 20 PERCENT KOJIC ACID 10 PERCENT, IN CREAM BASE YELLOW PEEL 30ML, INJECTION, FLUOROURACIL 500MG 10 ML, INJECTION VITAMIN D3, 600000IU 1ML, INJECTION BLEOMYCIN 15IU 1 ML",19,['indo tibetan border police']
"Result For AL CART CASE ASSY FOR MSL, SHELL BODY 126 MM ( 06 HOLE ), MOD AL PLUG ( LR ) EMPTY, STRIKER MECH ASSY ( AL )",22,['border security force']
Result For AL Cart Case 45mm with BCC,10,['border security force']
"Result For AMC/ CMC of Fire Detection, Fire Alarm, Fire Hydrant and Sprinkler System",4,['indo tibetan border police']
"Result For ANNUAL MAINTENANCE SERVICES FOR WATER PURIFICATION AND CONDITIONING SYSTEM ( Version 2 )- Potable Water Purification System Reverse Osmosis Or UV Based; 3 to 5; PACKAGE- 5: Water purifier and conditioning system maintenance involving basic servicing,..",7,"['national security guard', 'central reserve police force']"
"Result For ANNUAL MAINTENANCE SERVICES FOR WATER PURIFICATION AND CONDITIONING SYSTEM ( Version 2 )- Potable water purification system with inbuilt water cooler.; upto 3; PACKAGE- 4: Water purifier and conditioning system maintenance involving basic servicing, f..",4,['central armed police forces']
"Result For ARABI, BOTTLE GOURD, BRINJAL, CABBAGE, ONION, CAPSICUM, CAULIFLOWER, FRENCH BEANS, GREEN CHILLI, BITTER GOURD, LADY FINGER, LEMON, JIMIKAND, PUMPKIN, RADISH, Semfali, BEETROOT, TOMATO, TORI, MUSHROOM, SOYA BADI, FROZEN MATAR ( SAFAL MATAR ), CARROT, BROWN BREAD, POTATO, GARLIC, APPLE, BANANA, PEARS, GUAVA, PAPAYA, PINEAPPLE, GRAPES, POMEGRANATE, MOUSAMI, KIWI, WATER MELON, MUSK MELON, KHAJUR, MANGO, GREEN PEAS, CUCUMBER, CORIANDER LEAF GREEN, SNAKE GOURD",10,['indo tibetan border police']
"Result For ARVI, BEANS FRENCH, BEANS LONG LOBIA, PUMPKIN, BRINJAL, CUCUMBER, SNAKE GOURD, CAULIFLOWER, LADY FINGER, PEAS GREEN, CABBAGE, CARROT, TOMATO, LAL SAAG, TINDA, SPINACH, BITTER GOURD, KNOL KHOL, GINGER GREEN, CHILLI GREEN, CORIANDER GREEN, LEMON FRESH, PARWAL, RADISH, TURNIP, TORIJHINGA, BOTTLE GOURD, SQUASH, JACK FRUIT GREEN, MARROW, APPLE, BANANA, GRAPES, ORANGE, PINEAPPLE, MOUSAMMEES, KINNOS, WATERMELON, GUAVA, PEARS, MANGO, POTATO, ONION, BREAD FRESH, MILK TPM, MOH LIVE ( GOAT BAKRA ), CHICKEN LIVE ( BROILER ALIVE ), FISH FRESH, EGG FRESH ( HEN ), Paneer as per IS: 10484",4,['indo tibetan border police']
"Result For ARVI, BEANS FRENCH, BEANS LONG, PUMPKIN, BRINJAL, CUCUMBER, SNAKE GOURD, CAULIFLOWER, LADY FINGER, PEAS GREEN, CABBAGE, CARROT, TOMATO RIPE, LAI SAAG, TINDA, SPINACH, BITTER GOURD, KNOL KHOL, GINGER GREEN, CHILLIES GREEN, CORIANDER, COCONUT WHOLE, LEMON FRESH, PARWAL, RADISH, TURNIP, TORIJHINGA, BOTTLE GOURD, SQUASH, JACK FRUIT, MARROW, TOMATO GREEN, APPLE, BANANA, GRAPES, ORANGE, PINEAPPLE, MOUSAMMEES, KINNOS, WATER MELON, GUAVA, PEARS, MANGO, POTATO, ONION, PANEER FRESH, BREAD FRESH, MILK TPM, M. O. H. LIVE, CHICKEN LIVE, FISH FRESH, EGG FRESH",4,['indo tibetan border police']
"Result For ARVI, BEANS/ SEEMS, PARWAL, TORI, BRINJAL, BOTTLE, GOURD, CABBAGE, CAULIFLOWER, CARROT, CUCUMBER, LEMON, GINGER, GREEN CHILLY, GREEN PEAS, MUSHROOM, LADY FINGER, SARSO SAG/ RAI PATTA, GREEN PUMPKIN, BITTER GOURD, GREEN CORIANDER, CAPSICUM, RADISH, SPINACH, TOMATO, SQUASH, BANANA, APPLE, GUAVA, ORANGE, MOSAMBI, KINNU, PAPAYA, GRAPES, POMEGRANATE, KIWI, MANGO, KHAJOOR, PANEER, AMUL, BREAD 400 GM, EGG, FISH, ROHU/ KATLA, MILK TPM, ONION, POTATO, CHICKEN, LIVE BORILER, M. O. H, LIVE MALE GOAT",4,['indo tibetan border police']
